1,123.497487437186,4260.88850418495,1
1,114.805317130919,4281.24623115578,1
1,103.236695658832,4322.41206030151,1
1,97.3733354295981,4363.57788944724,1
1,96.8518708205875,4404.74371859296,1
1,101.623295009557,4445.90954773869,1
1,111.691546802209,4487.07537688442,1
1,123.497487437186,4519.51705204499,1
1,126.454374166246,4528.24120603015,1
1,143.151425725082,4569.40703517588,1
1,160.991618063677,4610.57286432161,1
1,164.663316582915,4622.077689515,1
1,173.800517530207,4651.73869346734,1
1,175.938237482006,4692.90452261307,1
1,164.663316582915,4731.14350515164,1
1,163.761151859075,4734.07035175879,1
1,140.660945955235,4775.23618090452,1
1,123.497487437186,4805.19975399907,1
1,117.216149029551,4816.40201005025,1
1,98.6454544002087,4857.56783919598,1
1,88.6926368818121,4898.73366834171,1
1,86.8329935687952,4939.89949748744,1
1,92.7557565281302,4981.06532663317,1
1,107.100008313772,5022.23115577889,1
1,123.497487437186,5050.85545433938,1
1,130.498308896876,5063.39698492462,1
1,162.813684965677,5104.56281407035,1
1,164.663316582915,5106.52335025455,1
1,205.829145728643,5145.69906933604,1
1,205.865027503661,5145.72864321608,1
1,246.994974874372,5176.36248164104,1
1,265.343624288372,5186.89447236181,1
1,288.1608040201,5199.89390200267,1
1,329.326633165829,5217.4475606551,1
1,365.976879767049,5228.06030150754,1
1,370.492462311558,5229.53645373195,1
1,411.658291457286,5238.80555565405,1
1,452.824120603015,5243.5029340528,1
1,493.989949748744,5244.28014628389,1
1,535.155778894472,5241.45284142444,1
1,576.321608040201,5235.17494950612,1
1,607.710811138812,5228.06030150754,1
1,617.48743718593,5226.16292641031,1
1,658.653266331658,5216.70365663483,1
1,699.819095477387,5206.5415906668,1
1,740.984924623116,5197.45278370087,1
1,782.150753768844,5191.47623374643,1
1,823.316582914573,5190.37588704056,1
1,864.482412060301,5195.3019726588,1
1,905.64824120603,5206.93992879011,1
1,946.814070351759,5226.07958573656,1
1,949.968847476745,5228.06030150754,1
1,987.979899497487,5262.24543690077,1
1,994.063410762504,5269.22613065327,1
1,1022.70860632087,5310.391959799,1
1,1029.14572864322,5320.09906358675,1
1,1047.4387648928,5351.55778894472,1
