1,5223,1659
2,2678,1830
3,4743,2028
4,2840,2132
5,3055,2276
6,4569,2971
7,3830,3022
8,6901,3058
9,3226,3313
10,7200,3417
11,7543,3379
12,3803,3455
13,2374,3538
14,6385,3672
15,4085,3724
16,6783,3776
17,1564,3888
18,2391,4004
19,7460,4038
20,1878,4089
21,6546,4116
22,1376,4164
23,5173,4216
24,5515,4264
25,6376,4433
26,3288,4496
27,2241,4494
28,2969,4538
29,7006,4535
30,2673,4660
31,966,4945
32,2496,4984
33,412,4978
34,1797,4995
35,5370,5177
36,1631,5370
37,3578,5715
38,5091,5745
39,5455,5736
40,1685,5926
41,1085,5973
42,4276,6060
43,1706,6345
44,2678,6518
45,3130,6750
46,912,6795
47,1771,6771
48,3892,6822
49,4804,6903
50,3419,6902
51,3423,488
52,1878,835
53,4360,863
54,1070,981
55,3924,1044
56,1562,1108
57,4467,1250
58,2082,1438
59,3920,1529
60,3199,1556
61,2109,2153
62,2484,2257
63,2284,2710
64,5831,831
65,6954,978
66,6246,968
67,5276,937
68,7501,998
69,5715,1337
70,608,1470
71,1336,1590
72,6493,1659
73,913,1884
74,7318,1884
75,6967,1962
76,5672,1923
77,1455,1983
78,1167,2217
79,6980,2289
80,6470,2323
81,4952,2390
82,7503,2356
83,1611,2357
84,954,2408
85,5193,2424
86,5603,2479
87,1251,2528
88,1793,2587
89,2799,2757
90,7695,2781
91,1483,2829
92,3127,2995
93,765,3210
94,7840,3256
95,2957,3275
96,1499,3345
97,6009,3355
98,1063,3500
99,5428,3563
100,1787,3618
101,5235,3751
102,2982,3688
103,5843,3761
104,3199,3930
105,3987,4218
106,3547,4226
107,4793,4309
108,452,4362
109,1122,4430
110,5776,4557
111,939,4610
112,1618,4623
113,4507,4690
114,3684,5042
115,3184,5085
116,5343,6224
117,7178,6500
118,5533,7107
