1675.12,6440.68,NA,43,Atp6v0e2
1515.76,6364.8,NA,43,Pclo
1674.92,6424.56,NA,43,Srrm1
1696.4,6153.8,NA,43,Mapk8ip3
1651.52,6414.24,NA,43,Mat2a
1542.16,6443.84,NA,43,Acp1
1682.6,6475.44,NA,43,Uba1
1513.2,6369.44,NA,43,Ash1l
1678.08,6203.36,NA,43,Mphosph8
1563.44,6429,NA,43,B4galt6
1517.36,6365.48,NA,43,Dnajc5
1618.2,6524.56,NA,43,Macf1
1674.92,6413.84,NA,43,Macf1
1631.64,6524.36,NA,43,Omg
1512.92,6334.04,NA,43,Scamp5
1616.16,6432.48,NA,43,Scamp5
1528.24,6392.64,NA,43,Scamp5
1619.08,6429.12,NA,43,Scamp5
1574.2,6477.84,NA,43,Etnk1
1641.04,6364.36,NA,43,Gnb5
1711.28,6439.44,NA,43,Prrc2b
1514.24,6379.4,NA,43,Prrc2b
1623.48,6523.44,NA,43,Prrc2b
1920.36,6394.28,NA,43,Eef1a2
1678.52,6447.64,NA,43,Eef1a2
1916.92,6275.4,NA,43,Eef1a2
1906.72,6477.32,NA,43,Eef1a2
1530.68,6395.4,NA,43,Ppfia2
1899.44,6506.44,NA,43,Hars
1911.08,6449.88,NA,43,Cend1
1670.64,6413.64,NA,43,Cend1
1564.36,6324.88,NA,43,Cend1
1899.44,6406.68,NA,43,Ankrd17
1445.52,6343.28,NA,43,Ankrd17
1628.32,6405.2,NA,43,Ankrd17
1731.32,6267.92,NA,43,Kif3c
1802.84,6351.04,NA,43,Glg1
1596.24,6495.88,NA,43,Hnrnph2
1687.88,6518.36,NA,43,Dner
1681.8,6514.84,NA,43,Dner
1679.32,6415.44,NA,43,Brd3
1892.36,6406.24,NA,43,Fam49b
1680.36,6411.44,NA,43,Atp6v0a1
1727.84,6482.6,NA,43,Scg3
1757.04,6208.12,NA,43,Scg3
1582.48,6477.4,NA,43,Scg3
1515.48,6376.68,NA,43,Scg3
1910,6477.4,NA,43,Cdk5
1835.76,6456.24,NA,43,Mprip
1643.12,6390.04,NA,43,Mprip
1523.4,6412.64,NA,43,Rab18
1788.04,6361.16,NA,43,Glyr1
1842.76,6466.84,NA,43,Snph
1676.08,6407.64,NA,43,Snph
1550.48,6297,NA,43,Tef
1875.6,6420.68,NA,43,Tef
1600.52,6329.24,NA,43,Sdf2
1771.24,6433.96,NA,43,Gps1
1714.88,6386.64,NA,43,Por
1634.84,6522,NA,43,Por
1805.96,6411.08,NA,43,Por
1667.64,6463.52,NA,43,Por
1669.64,6466.96,NA,43,Por
1713.64,6396,NA,43,Por
1902.48,6494.64,NA,43,Map4k3
1907.32,6492.52,NA,43,Arpc4
1651.8,6508.32,NA,43,Ddb1
1677.32,6484.12,NA,43,Cpd
1525.56,6389.56,NA,43,Htatsf1
1904.32,6434.36,NA,43,Cdc37
1887.88,6512.28,NA,43,Dcaf7
1518.84,6357.24,NA,43,Dcaf7
1909.6,6432.52,NA,43,Dctn1
1609,6458.12,NA,43,Dctn1
1513.16,6341.88,NA,43,Rasl11b
1534.76,6407.16,NA,43,Dpp6
1556.52,6437.32,NA,43,Dpp6
1896.36,6292.92,NA,43,C2cd2l
1704.92,6170.8,NA,43,C2cd2l
1527.2,6396,NA,43,Snx27
1585.96,6461.8,NA,43,Sgta
1807.76,6347.6,NA,43,Mras
1574.4,6428.08,NA,43,Man2a2
