5233.68,4288.96,NA,23,Mapk8ip3
5071.88,4023.44,NA,23,Cadm3
5210.28,4554,NA,23,Icam5
5105.92,4088.84,NA,23,Rangap1
5211.64,4564.84,NA,23,Phactr1
5201.52,4376.72,NA,23,Uba1
5264.6,4419.96,NA,23,Ptprn2
5198.96,4353.76,NA,23,Npepps
5291.16,4356.36,NA,23,Napa
5082.32,3983.96,NA,23,Dnajc5
5283.96,4305.52,NA,23,Amph
5177.8,4362.36,NA,23,Rb1cc1
5300.44,4338.56,NA,23,Kif5a
5078.2,3999.8,NA,23,Kif5a
5171.6,4381.08,NA,23,Kif5a
5237.52,4280.88,NA,23,Kif5a
5244.44,4105.4,NA,23,Herc2
5103.92,4076.8,NA,23,Herc2
5283.44,4187.6,NA,23,Grin1
5177.8,4074.52,NA,23,Ankrd46
5205.24,4365.84,NA,23,Syngr3
5292.36,4344.84,NA,23,Rbfox2
5089.2,4120.92,NA,23,Cdip1
5272.16,4382.2,NA,23,Cdip1
5024.6,4052.68,NA,23,Prrc2b
5124.2,4021.16,NA,23,Ccdc32
5207.52,4554.64,NA,23,R3hdm4
5233.28,4307.56,NA,23,Cttn
5092.28,4179.52,NA,23,Lynx1
4992.28,3979.8,NA,23,Pdia6
5282.64,4437.36,NA,23,Tspyl1
5074.6,3984.2,NA,23,Pam
5164.68,4399.64,NA,23,Pam
5263.88,4386.08,NA,23,Atp1a1
5191.28,4406.8,NA,23,Atp6v0a1
5285.88,4351.96,NA,23,Zer1
5062.4,4098.68,NA,23,Scg3
5248.6,4292.88,NA,23,Scg3
5056.52,4000.04,NA,23,Prkaca
5225.84,4453.24,NA,23,Prkaca
5222.76,4450.6,NA,23,Prkaca
5244.36,4489.56,NA,23,Fam81a
5212.84,4368.04,NA,23,Nr3c1
5237.08,4468.64,NA,23,Clip3
5280.4,4300.68,NA,23,Clip3
5052.64,4029.76,NA,23,Plekhg5
5267.24,4446.4,NA,23,Nmt2
5015.8,3927.8,NA,23,Mprip
5215.04,4520.68,NA,23,Mprip
5005.16,4025.88,NA,23,Mprip
5095.76,4135.96,NA,23,Chchd10
5170.72,4359.84,NA,23,Chchd10
5206.32,4385.4,NA,23,Mical2
5284.28,4316.12,NA,23,Tnpo3
5257.2,4296.92,NA,23,Tef
5202.76,4491.32,NA,23,Fyttd1
5031.12,4019.76,NA,23,Arhgap32
5183.88,4409.8,NA,23,Sdf2
5278.44,4323.12,NA,23,Sdf2
5242,4286.88,NA,23,Por
5148.84,4121.72,NA,23,Map4k3
5265.84,4451.56,NA,23,Arid4b
5208.4,4396.92,NA,23,Dctn1
5064.56,4025.44,NA,23,Dctn1
5080.08,4000.76,NA,23,Apc
5239.72,4455.88,NA,23,Apc
5229.36,4477.88,NA,23,Tmco1
5021.52,4031.04,NA,23,Eif4g1
5060.52,4099.8,NA,23,Eif4g1
5110.16,4081.96,NA,23,Man2a2
5208.28,4331.8,NA,23,Cpeb1
4989.16,3980.08,NA,23,Dcaf12l1
5194.12,4415.84,NA,23,Stip1
5101.24,4050.32,NA,23,Mgrn1
5276.28,4438.96,NA,23,Cmas
4974.56,3977.56,NA,23,Snrnp70
5143.72,4172.52,NA,23,Snrnp70
5233.68,4316.56,NA,23,Prpf19
5079,3996.96,NA,23,Prpf19
5088,4037,NA,23,Nr2f1
5098.36,4067.36,NA,23,Sorbs1
5191.36,4080.92,NA,23,Kcnn2
5227.8,4497.8,NA,23,Sf1
5214.44,4444.04,NA,23,R3hdm2
5061.32,3936.64,NA,23,Mtmr6
5228.28,4383.96,NA,23,Rab5b
5216.44,4550.92,NA,23,Tcf20
5209.4,4398.92,NA,23,Slc48a1
5220.88,4365,NA,23,Atxn2
4996,3993.84,NA,23,Top2b
5194.72,4345.68,NA,23,Supt5
4997.36,4020.32,NA,23,Nf2
5276.48,4436.16,NA,23,Rnf165
5236.08,4319.36,NA,23,Pcyox1
5179.16,4134.08,NA,23,Asphd2
5021.2,4040.68,NA,23,Actn4
5185.88,4449.92,NA,23,Nomo1
5037.36,3974.64,NA,23,Eif3d
5218.04,4327.76,NA,23,Epdr1
5208.68,4098.04,NA,23,Slc25a23
5215.36,4484.36,NA,23,P4hb
5216.8,4323.08,NA,23,P4hb
5245.48,4499.24,NA,23,Slitrk3
5258.16,4301.16,NA,23,Dag1
5073.48,3972.76,NA,23,Dag1
5260.64,4490.28,NA,23,Dag1
5192.96,4318.32,NA,23,Dag1
5269.68,4370.6,NA,23,P4htm
5209.52,4390.2,NA,23,Arl15
5177.48,4472.8,NA,23,Acly
5048.08,4023.28,NA,23,Acly
5182.76,4062.72,NA,23,Klhl22
5240.96,4473.56,NA,23,Nol4
4993.96,3991,NA,23,Tacc1
5257.48,4428.52,NA,23,Ilf3
5197.36,4390,NA,23,Drosha
5250.04,4267.04,NA,23,Arhgef7
5278.2,4441,NA,23,Cltb
5075.96,4136.4,NA,23,Cltb
5290.28,4355.36,NA,23,Srpk1
5283.44,4315.72,NA,23,Bace1
5075.88,4063.12,NA,23,Xpo1
5209.68,4380.52,NA,23,Exoc6b
5216.4,4443.08,NA,23,Golga2
5187.32,4438.52,NA,23,Srsf6
5018.48,4037.6,NA,23,Vps26b
5124.68,4020.2,NA,23,Abhd17c
5248.2,4346.84,NA,23,Limch1
5254.16,4365.4,NA,23,Zbtb4
5240.8,4101.48,NA,23,Zbtb4
5034.84,3986.76,NA,23,Gas6
5231.64,4434.08,NA,23,Gas6
5236.52,4383.2,NA,23,Gas6
5296.72,4456.44,NA,23,Rab3gap2
5269.08,4379.84,NA,23,Parp6
5190.72,4438.12,NA,23,Rbm28
5261.16,4390.04,NA,23,Ythdc1
5275.32,4448.6,NA,23,Lrrn1
